gen AVG
0 77.1 
1 102.1 
2 95.9 
3 96.1 
4 85.3 
5 101.0 
6 93.0 
7 87.3 
8 96.0 
9 89.2 
10 106.4 
11 108.7 
12 95.9 
13 97.4 
14 97.0 
15 94.8 
16 91.6 
17 86.4 
18 102.8 
19 99.6 
20 95.2 
21 102.6 
22 105.7 
23 96.7 
24 77.5 
25 84.0 
26 104.0 
27 108.7 
28 111.0 
29 97.2 
30 96.0 
31 94.6 
32 107.2 
33 100.4 
34 89.9 
35 99.8 
36 87.9 
37 96.4 
38 99.8 
39 100.4 
40 97.2 
41 99.9 
42 81.3 
43 89.6 
44 86.2 
45 105.6 
46 91.7 
47 105.8 
48 91.4 
49 103.5 
