gen BEST
0 76.0 
1 76.0 
2 76.0 
3 76.0 
4 76.0 
5 76.0 
6 76.0 
7 76.0 
8 76.0 
9 76.0 
10 82.0 
11 82.0 
12 76.0 
13 76.0 
14 76.0 
15 76.0 
16 76.0 
17 76.0 
18 76.0 
19 76.0 
20 76.0 
21 79.0 
22 79.0 
23 79.0 
24 79.0 
25 79.0 
26 79.0 
27 79.0 
28 79.0 
29 79.0 
30 79.0 
31 79.0 
32 79.0 
33 81.0 
34 81.0 
35 81.0 
36 81.0 
37 81.0 
38 81.0 
39 85.0 
40 85.0 
41 85.0 
42 85.0 
43 85.0 
44 85.0 
45 85.0 
46 85.0 
47 85.0 
48 85.0 
49 85.0 
