gen WORST
0 32.0 
1 48.0 
2 15.0 
3 54.0 
4 31.0 
5 22.0 
6 13.0 
7 13.0 
8 26.0 
9 23.0 
10 22.0 
11 13.0 
12 14.0 
13 47.0 
14 18.0 
15 61.0 
16 18.0 
17 36.0 
18 50.0 
19 15.0 
20 37.0 
21 55.0 
22 15.0 
23 49.0 
24 15.0 
25 18.0 
26 55.0 
27 42.0 
28 23.0 
29 13.0 
30 108.0 
31 78.0 
32 28.0 
33 108.0 
34 80.0 
35 17.0 
36 28.0 
37 23.0 
38 65.0 
39 23.0 
40 26.0 
41 19.0 
42 15.0 
43 82.0 
44 64.0 
45 17.0 
46 30.0 
47 30.0 
48 14.0 
49 66.0 
