gen WORST
0 17.0 
1 38.0 
2 45.0 
3 38.0 
4 38.0 
5 9.0 
6 19.0 
7 42.0 
8 14.0 
9 33.0 
10 19.0 
11 48.0 
12 70.0 
13 22.0 
14 27.0 
15 10.0 
16 89.0 
17 33.0 
18 24.0 
19 10.0 
20 85.0 
21 41.0 
22 22.0 
23 29.0 
24 89.0 
25 89.0 
26 21.0 
27 21.0 
28 74.0 
29 20.0 
30 33.0 
31 49.0 
32 9.0 
33 9.0 
34 29.0 
35 29.0 
36 34.0 
37 22.0 
38 39.0 
39 76.0 
40 11.0 
41 56.0 
42 34.0 
43 34.0 
44 8.0 
45 33.0 
46 39.0 
47 41.0 
48 13.0 
49 31.0 
