gen AVG
0 69.8 
1 73.7 
2 73.2 
3 81.2 
4 75.3 
5 82.5 
6 79.5 
7 84.0 
8 83.6 
9 87.2 
10 76.0 
11 99.6 
12 90.1 
13 98.8 
14 91.1 
15 98.2 
16 91.3 
17 107.9 
18 100.4 
19 100.4 
20 116.0 
21 116.0 
22 107.9 
23 91.8 
24 102.2 
25 91.3 
26 96.8 
27 100.7 
28 99.3 
29 98.5 
30 93.3 
31 104.8 
32 102.3 
33 114.0 
34 109.9 
35 102.9 
36 102.8 
37 101.5 
38 103.6 
39 97.2 
40 88.0 
41 99.5 
42 105.4 
43 95.7 
44 95.6 
45 111.9 
46 108.3 
47 92.4 
48 90.5 
49 96.0 
