gen WORST
0 24.0 
1 33.0 
2 33.0 
3 21.0 
4 69.0 
5 20.0 
6 34.0 
7 16.0 
8 37.0 
9 30.0 
10 30.0 
11 44.0 
12 24.0 
13 7.0 
14 73.0 
15 21.0 
16 21.0 
17 14.0 
18 15.0 
19 15.0 
20 9.0 
21 30.0 
22 26.0 
23 14.0 
24 43.0 
25 45.0 
26 19.0 
27 25.0 
28 24.0 
29 24.0 
30 29.0 
31 21.0 
32 22.0 
33 22.0 
34 18.0 
35 13.0 
36 39.0 
37 40.0 
38 28.0 
39 14.0 
40 10.0 
41 57.0 
42 16.0 
43 43.0 
44 15.0 
45 22.0 
46 22.0 
47 9.0 
48 28.0 
49 38.0 
