gen AVG
0 60.2 
1 56.3 
2 65.1 
3 73.5 
4 78.5 
5 87.2 
6 86.2 
7 87.7 
8 84.3 
9 87.7 
10 86.3 
11 97.0 
12 81.6 
13 86.2 
14 97.0 
15 87.5 
16 80.8 
17 91.3 
18 88.0 
19 87.3 
20 93.6 
21 107.2 
22 107.9 
23 106.7 
24 118.0 
25 95.3 
26 101.2 
27 95.6 
28 106.1 
29 106.4 
30 108.1 
31 99.4 
32 101.1 
33 111.4 
34 115.9 
35 92.4 
36 98.3 
37 101.1 
38 117.4 
39 103.7 
40 108.0 
41 94.8 
42 93.9 
43 103.9 
44 117.1 
45 101.2 
46 99.9 
47 92.4 
48 100.8 
49 87.4 
