gen AVG
0 64.2 
1 70.7 
2 81.3 
3 71.8 
4 73.7 
5 77.1 
6 75.1 
7 72.4 
8 79.0 
9 78.3 
10 74.1 
11 76.0 
12 71.7 
13 81.9 
14 91.7 
15 82.0 
16 91.3 
17 91.9 
18 95.0 
19 94.5 
20 79.9 
21 88.7 
22 88.7 
23 85.1 
24 77.5 
25 85.3 
26 77.2 
27 81.2 
28 90.9 
29 75.3 
30 87.9 
31 82.3 
32 95.0 
33 86.4 
34 82.6 
35 85.2 
36 90.8 
37 70.4 
38 92.5 
39 86.6 
40 85.7 
41 87.8 
42 84.9 
43 76.5 
44 74.6 
45 86.8 
46 83.0 
47 92.9 
48 77.2 
49 84.3 
