gen AVG
0 63.9 
1 68.7 
2 64.1 
3 69.5 
4 72.9 
5 80.1 
6 79.1 
7 77.2 
8 73.1 
9 76.9 
10 78.4 
11 88.1 
12 77.7 
13 84.2 
14 75.2 
15 83.0 
16 80.2 
17 79.2 
18 83.8 
19 80.2 
20 87.0 
21 79.5 
22 83.5 
23 87.7 
24 82.1 
25 88.7 
26 83.3 
27 87.7 
28 81.6 
29 88.1 
30 83.7 
31 74.3 
32 81.8 
33 80.1 
34 74.0 
35 73.3 
36 69.7 
37 78.7 
38 81.7 
39 76.4 
40 79.7 
41 87.2 
42 90.0 
43 90.0 
44 88.3 
45 82.6 
46 86.1 
47 75.2 
48 84.6 
49 74.3 
