gen WORST
0 12.0 
1 69.0 
2 30.0 
3 49.0 
4 23.0 
5 47.0 
6 42.0 
7 8.0 
8 40.0 
9 27.0 
10 85.0 
11 91.0 
12 26.0 
13 25.0 
14 25.0 
15 38.0 
16 18.0 
17 35.0 
18 83.0 
19 40.0 
20 38.0 
21 47.0 
22 58.0 
23 33.0 
24 33.0 
25 57.0 
26 57.0 
27 88.0 
28 111.0 
29 23.0 
30 39.0 
31 25.0 
32 73.0 
33 41.0 
34 34.0 
35 46.0 
36 29.0 
37 46.0 
38 67.0 
39 29.0 
40 35.0 
41 27.0 
42 29.0 
43 34.0 
44 28.0 
45 81.0 
46 34.0 
47 77.0 
48 36.0 
49 36.0 
