gen AVG
0 67.8 
1 80.4 
2 95.9 
3 92.5 
4 84.6 
5 78.4 
6 91.1 
7 96.9 
8 101.5 
9 82.0 
10 83.4 
11 88.8 
12 91.6 
13 84.1 
14 71.4 
15 99.4 
16 74.2 
17 66.4 
18 79.6 
19 78.4 
20 84.3 
21 89.0 
22 86.1 
23 79.7 
24 80.3 
25 78.0 
26 73.2 
27 94.4 
28 89.7 
29 79.1 
30 97.5 
31 105.0 
32 89.0 
33 90.8 
34 94.3 
35 93.6 
36 89.3 
37 81.3 
38 97.2 
39 82.7 
40 86.4 
41 90.6 
42 105.0 
43 78.9 
44 75.2 
45 78.9 
46 82.9 
47 90.1 
48 92.9 
49 71.0 
