gen WORST
0 0.0 
1 0.0 
2 0.0 
3 23.0 
4 32.0 
5 0.0 
6 14.0 
7 21.0 
8 0.0 
9 0.0 
10 29.0 
11 0.0 
12 0.0 
13 0.0 
14 0.0 
15 0.0 
16 78.0 
17 21.0 
18 0.0 
19 0.0 
20 0.0 
21 0.0 
22 27.0 
23 18.0 
24 0.0 
25 0.0 
26 0.0 
27 0.0 
28 0.0 
29 0.0 
30 0.0 
31 0.0 
32 0.0 
33 0.0 
34 0.0 
35 11.0 
36 0.0 
37 11.0 
38 16.0 
39 36.0 
40 29.0 
41 19.0 
42 0.0 
43 5.0 
44 20.0 
45 13.0 
46 42.0 
47 0.0 
48 0.0 
49 22.0 
