gen AVG
0 54.55 
1 71.15 
2 67.35 
3 62.4 
4 74.3 
5 73.7 
6 70.95 
7 94.9 
8 85.9 
9 90.05 
10 82.4 
11 81.15 
12 78.95 
13 76.75 
14 90.3 
15 87.75 
16 85.7 
17 92.8 
18 82.25 
19 91.6 
20 98.8 
21 83.1 
22 99.65 
23 94.3 
24 79.7 
25 89.05 
26 100.4 
27 78.35 
28 72.6 
29 87.3 
30 97.75 
31 96.05 
32 82.15 
33 87.85 
34 95.95 
35 87.8 
36 87.25 
37 79.8 
38 98.05 
39 98.7 
40 91.85 
41 97.25 
42 99.4 
43 88.2 
44 87.75 
45 110.25 
46 91.8 
47 98.75 
48 80.15 
49 86.7 
