gen WORST
0 23.0 
1 34.0 
2 0.0 
3 0.0 
4 21.0 
5 0.0 
6 27.0 
7 0.0 
8 27.0 
9 0.0 
10 0.0 
11 25.0 
12 0.0 
13 19.0 
14 0.0 
15 0.0 
16 30.0 
17 0.0 
18 9.0 
19 22.0 
20 17.0 
21 30.0 
22 15.0 
23 0.0 
24 0.0 
25 37.0 
26 26.0 
27 0.0 
28 10.0 
29 0.0 
30 0.0 
31 0.0 
32 26.0 
33 0.0 
34 31.0 
35 0.0 
36 0.0 
37 0.0 
38 36.0 
39 0.0 
40 0.0 
41 23.0 
42 0.0 
43 21.0 
44 0.0 
45 0.0 
46 21.0 
47 28.0 
48 29.0 
49 0.0 
