gen AVG
0 61.9 
1 54.05 
2 77.85 
3 83.55 
4 96.95 
5 83.0 
6 94.45 
7 97.15 
8 97.45 
9 76.9 
10 105.3 
11 93.1 
12 91.85 
13 98.65 
14 91.5 
15 89.1 
16 114.6 
17 93.3 
18 96.05 
19 94.55 
20 92.05 
21 93.7 
22 107.7 
23 94.95 
24 91.15 
25 85.7 
26 103.9 
27 100.2 
28 86.1 
29 99.8 
30 71.65 
31 87.85 
32 89.65 
33 106.7 
34 71.05 
35 93.65 
36 88.45 
37 91.45 
38 86.3 
39 99.95 
40 110.7 
41 98.65 
42 109.45 
43 104.6 
44 94.15 
45 89.85 
46 103.95 
47 96.7 
48 114.0 
49 98.2 
