gen WORST
0 0.0 
1 34.0 
2 5.0 
3 9.0 
4 0.0 
5 0.0 
6 0.0 
7 59.0 
8 0.0 
9 0.0 
10 0.0 
11 23.0 
12 0.0 
13 0.0 
14 0.0 
15 0.0 
16 0.0 
17 0.0 
18 25.0 
19 0.0 
20 34.0 
21 0.0 
22 15.0 
23 0.0 
24 0.0 
25 16.0 
26 32.0 
27 13.0 
28 0.0 
29 27.0 
30 0.0 
31 29.0 
32 20.0 
33 0.0 
34 0.0 
35 24.0 
36 0.0 
37 24.0 
38 30.0 
39 29.0 
40 0.0 
41 0.0 
42 27.0 
43 0.0 
44 38.0 
45 27.0 
46 38.0 
47 26.0 
48 0.0 
49 18.0 
