gen AVG
0 52.95 
1 65.4 
2 72.95 
3 77.8 
4 70.05 
5 72.8 
6 79.2 
7 81.05 
8 91.1 
9 77.55 
10 100.5 
11 88.4 
12 96.25 
13 94.15 
14 103.95 
15 98.55 
16 100.4 
17 103.35 
18 96.45 
19 96.0 
20 101.4 
21 96.7 
22 101.5 
23 100.4 
24 94.5 
25 93.3 
26 88.55 
27 99.65 
28 100.65 
29 105.95 
30 105.1 
31 98.6 
32 109.6 
33 97.15 
34 101.8 
35 105.8 
36 104.85 
37 86.05 
38 99.5 
39 93.7 
40 99.2 
41 83.45 
42 85.8 
43 88.4 
44 88.55 
45 89.0 
46 99.45 
47 93.9 
48 105.1 
49 110.15 
