gen WORST
0 22.0 
1 22.0 
2 12.0 
3 48.0 
4 33.0 
5 23.0 
6 34.0 
7 34.0 
8 21.0 
9 60.0 
10 19.0 
11 31.0 
12 12.0 
13 39.0 
14 10.0 
15 51.0 
16 38.0 
17 8.0 
18 18.0 
19 29.0 
20 18.0 
21 44.0 
22 14.0 
23 42.0 
24 57.0 
25 73.0 
26 18.0 
27 55.0 
28 14.0 
29 14.0 
30 18.0 
31 58.0 
32 14.0 
33 14.0 
34 36.0 
35 7.0 
36 16.0 
37 16.0 
38 41.0 
39 19.0 
40 14.0 
41 19.0 
42 20.0 
43 33.0 
44 56.0 
45 15.0 
46 49.0 
47 14.0 
48 53.0 
49 22.0 
