gen AVG
0 59.7 
1 68.75 
2 68.85 
3 82.75 
4 80.05 
5 77.45 
6 88.25 
7 89.95 
8 89.95 
9 83.7 
10 88.05 
11 77.05 
12 90.45 
13 91.2 
14 97.85 
15 97.0 
16 100.0 
17 100.25 
18 85.05 
19 76.5 
20 92.1 
21 98.3 
22 86.3 
23 91.3 
24 86.25 
25 89.8 
26 101.5 
27 100.2 
28 102.9 
29 95.55 
30 100.05 
31 99.95 
32 99.85 
33 93.55 
34 94.7 
35 90.75 
36 83.75 
37 84.9 
38 92.8 
39 92.1 
40 87.45 
41 71.4 
42 93.3 
43 95.55 
44 89.0 
45 92.5 
46 93.2 
47 90.5 
48 95.1 
49 80.9 
