gen BEST
0 90.0 
1 90.0 
2 90.0 
3 90.0 
4 90.0 
5 90.0 
6 90.0 
7 90.0 
8 90.0 
9 90.0 
10 105.0 
11 105.0 
12 105.0 
13 105.0 
14 105.0 
15 105.0 
16 105.0 
17 105.0 
18 105.0 
19 105.0 
20 105.0 
21 105.0 
22 105.0 
23 105.0 
24 105.0 
25 109.0 
26 109.0 
27 105.0 
28 105.0 
29 105.0 
30 105.0 
31 105.0 
32 105.0 
33 105.0 
34 105.0 
35 105.0 
36 105.0 
37 105.0 
38 105.0 
39 105.0 
40 105.0 
41 105.0 
42 105.0 
43 105.0 
44 105.0 
45 105.0 
46 105.0 
47 105.0 
48 105.0 
49 105.0 
