gen AVG
0 71.55 
1 75.4 
2 81.95 
3 89.35 
4 97.45 
5 90.25 
6 100.45 
7 97.05 
8 88.1 
9 92.95 
10 87.15 
11 99.3 
12 99.1 
13 96.65 
14 101.75 
15 96.35 
16 92.15 
17 92.85 
18 95.1 
19 98.0 
20 92.2 
21 89.8 
22 83.2 
23 90.95 
24 91.5 
25 93.75 
26 72.6 
27 86.2 
28 100.25 
29 80.95 
30 89.45 
31 91.25 
32 89.45 
33 86.95 
34 88.0 
35 86.25 
36 88.65 
37 93.85 
38 96.5 
39 93.65 
40 97.3 
41 84.35 
42 97.65 
43 80.6 
44 88.9 
45 96.75 
46 64.5 
47 83.95 
48 100.9 
49 101.45 
