gen AVG
0 78.3 
1 86.85 
2 96.0 
3 92.3 
4 94.7 
5 95.1 
6 97.1 
7 96.65 
8 96.95 
9 93.9 
10 103.75 
11 95.05 
12 93.9 
13 92.1 
14 102.85 
15 95.05 
16 99.05 
17 102.0 
18 95.95 
19 102.2 
20 96.65 
21 105.05 
22 93.25 
23 97.1 
24 104.7 
25 103.5 
26 99.55 
27 109.5 
28 97.05 
29 103.55 
30 99.05 
31 98.85 
32 102.2 
33 95.9 
34 103.6 
35 106.85 
36 111.6 
37 109.25 
38 87.95 
39 98.9 
40 105.8 
41 96.95 
42 89.6 
43 110.45 
44 110.85 
45 104.6 
46 109.4 
47 103.8 
48 96.3 
49 101.25 
