gen WORST
0 10.0 
1 37.0 
2 30.0 
3 21.0 
4 44.0 
5 38.0 
6 37.0 
7 28.0 
8 38.0 
9 33.0 
10 15.0 
11 43.0 
12 22.0 
13 22.0 
14 37.0 
15 35.0 
16 36.0 
17 32.0 
18 24.0 
19 24.0 
20 37.0 
21 28.0 
22 22.0 
23 34.0 
24 23.0 
25 63.0 
26 89.0 
27 76.0 
28 16.0 
29 32.0 
30 18.0 
31 43.0 
32 29.0 
33 38.0 
34 38.0 
35 27.0 
36 15.0 
37 18.0 
38 35.0 
39 35.0 
40 23.0 
41 35.0 
42 45.0 
43 19.0 
44 19.0 
45 27.0 
46 56.0 
47 33.0 
48 50.0 
49 12.0 
