gen AVG
0 56.15 
1 62.5 
2 74.15 
3 71.45 
4 81.85 
5 81.55 
6 77.75 
7 85.5 
8 83.65 
9 90.15 
10 85.1 
11 82.9 
12 90.7 
13 82.7 
14 86.8 
15 86.9 
16 79.8 
17 80.9 
18 87.05 
19 87.9 
20 87.75 
21 87.45 
22 89.3 
23 86.65 
24 93.4 
25 86.45 
26 88.05 
27 93.15 
28 92.7 
29 86.05 
30 95.1 
31 88.05 
32 93.35 
33 94.0 
34 86.3 
35 93.1 
36 96.75 
37 88.75 
38 97.45 
39 100.75 
40 103.2 
41 96.55 
42 89.75 
43 89.2 
44 92.15 
45 103.2 
46 96.4 
47 95.2 
48 99.1 
49 93.35 
