gen AVG
0 56.4 
1 75.35 
2 76.2 
3 86.95 
4 77.3 
5 65.1 
6 76.8 
7 73.55 
8 75.3 
9 80.85 
10 82.05 
11 80.55 
12 78.05 
13 84.7 
14 81.65 
15 75.25 
16 81.55 
17 80.9 
18 85.3 
19 76.95 
20 70.4 
21 71.6 
22 68.5 
23 73.5 
24 78.85 
25 85.15 
26 87.7 
27 80.95 
28 91.85 
29 83.5 
30 90.4 
31 83.15 
32 91.05 
33 84.1 
34 96.4 
35 93.3 
36 86.15 
37 88.0 
38 93.0 
39 90.9 
40 90.05 
41 87.15 
42 90.45 
43 77.3 
44 103.2 
45 89.55 
46 84.05 
47 81.9 
48 84.8 
49 91.6 
