gen WORST
0 32.0 
1 22.0 
2 49.0 
3 20.0 
4 10.0 
5 14.0 
6 39.0 
7 14.0 
8 19.0 
9 15.0 
10 14.0 
11 35.0 
12 18.0 
13 40.0 
14 21.0 
15 15.0 
16 21.0 
17 21.0 
18 19.0 
19 13.0 
20 37.0 
21 25.0 
22 43.0 
23 17.0 
24 22.0 
25 38.0 
26 24.0 
27 34.0 
28 18.0 
29 18.0 
30 20.0 
31 26.0 
32 16.0 
33 21.0 
34 25.0 
35 41.0 
36 35.0 
37 23.0 
38 21.0 
39 14.0 
40 22.0 
41 43.0 
42 17.0 
43 35.0 
44 35.0 
45 46.0 
46 13.0 
47 39.0 
48 17.0 
49 29.0 
