gen WORST
0 17.0 
1 42.0 
2 30.0 
3 39.0 
4 27.0 
5 32.0 
6 37.0 
7 21.0 
8 5.0 
9 5.0 
10 16.0 
11 25.0 
12 24.0 
13 17.0 
14 17.0 
15 6.0 
16 21.0 
17 19.0 
18 22.0 
19 8.0 
20 20.0 
21 7.0 
22 22.0 
23 16.0 
24 15.0 
25 24.0 
26 11.0 
27 14.0 
28 14.0 
29 25.0 
30 12.0 
31 18.0 
32 21.0 
33 15.0 
34 12.0 
35 28.0 
36 22.0 
37 24.0 
38 25.0 
39 22.0 
40 11.0 
41 38.0 
42 8.0 
43 23.0 
44 18.0 
45 18.0 
46 13.0 
47 25.0 
48 15.0 
49 9.0 
