gen WORST
0 0.0 
1 20.0 
2 25.0 
3 0.0 
4 0.0 
5 0.0 
6 35.0 
7 0.0 
8 26.0 
9 31.0 
10 16.0 
11 0.0 
12 0.0 
13 61.0 
14 21.0 
15 20.0 
16 0.0 
17 32.0 
18 51.0 
19 27.0 
20 27.0 
21 0.0 
22 0.0 
23 21.0 
24 0.0 
25 0.0 
26 27.0 
27 45.0 
28 17.0 
29 0.0 
30 0.0 
31 0.0 
32 23.0 
33 0.0 
34 0.0 
35 23.0 
36 0.0 
37 0.0 
38 0.0 
39 25.0 
40 16.0 
41 0.0 
42 0.0 
43 24.0 
44 57.0 
45 0.0 
46 0.0 
47 0.0 
48 0.0 
49 0.0 
