gen AVG
0 49.15 
1 66.2 
2 73.95 
3 60.5 
4 65.6 
5 80.1 
6 65.05 
7 74.95 
8 80.5 
9 70.75 
10 70.15 
11 70.15 
12 77.25 
13 71.0 
14 74.5 
15 68.25 
16 86.9 
17 77.6 
18 73.8 
19 74.9 
20 73.85 
21 74.65 
22 68.0 
23 69.0 
24 81.15 
25 66.55 
26 69.55 
27 70.9 
28 73.2 
29 84.65 
30 69.35 
31 82.5 
32 76.75 
33 70.5 
34 83.85 
35 69.65 
36 85.4 
37 88.8 
38 80.0 
39 76.7 
40 84.8 
41 81.2 
42 75.4 
43 79.55 
44 81.05 
45 84.2 
46 81.75 
47 62.8 
48 74.45 
49 80.55 
