gen AVG
0 78.85 
1 74.9 
2 71.55 
3 77.6 
4 97.4 
5 94.05 
6 90.65 
7 79.75 
8 87.05 
9 96.35 
10 88.65 
11 90.35 
12 100.7 
13 89.95 
14 101.55 
15 93.9 
16 87.8 
17 96.4 
18 94.5 
19 87.7 
20 100.75 
21 87.1 
22 95.25 
23 99.55 
24 94.55 
25 82.75 
26 95.95 
27 94.5 
28 87.6 
29 109.3 
30 83.0 
31 107.2 
32 91.55 
33 88.0 
34 87.5 
35 101.05 
36 100.85 
37 85.85 
38 98.2 
39 102.0 
40 105.35 
41 97.05 
42 95.55 
43 96.75 
44 94.2 
45 89.85 
46 82.8 
47 81.45 
48 85.6 
49 100.95 
