gen WORST
0 36.0 
1 24.0 
2 53.0 
3 53.0 
4 48.0 
5 87.0 
6 67.0 
7 29.0 
8 29.0 
9 29.0 
10 52.0 
11 20.0 
12 71.0 
13 47.0 
14 23.0 
15 62.0 
16 24.0 
17 62.0 
18 62.0 
19 61.0 
20 22.0 
21 14.0 
22 88.0 
23 106.0 
24 45.0 
25 45.0 
26 45.0 
27 59.0 
28 73.0 
29 73.0 
30 82.0 
31 14.0 
32 49.0 
33 67.0 
34 24.0 
35 37.0 
36 62.0 
37 88.0 
38 38.0 
39 53.0 
40 86.0 
41 30.0 
42 26.0 
43 102.0 
44 47.0 
45 67.0 
46 23.0 
47 32.0 
48 67.0 
49 29.0 
