gen AVG
0 59.0 
1 69.6 
2 78.9 
3 79.0 
4 84.8 
5 80.3 
6 82.2 
7 84.5 
8 87.3 
9 83.5 
10 78.1 
11 77.6 
12 81.6 
13 85.4 
14 76.0 
15 73.4 
16 76.7 
17 80.1 
18 70.0 
19 78.9 
20 74.9 
21 82.2 
22 87.4 
23 85.5 
24 93.6 
25 97.6 
26 102.5 
27 90.9 
28 84.1 
29 107.0 
30 101.0 
31 94.6 
32 91.2 
33 92.8 
34 90.0 
35 104.5 
36 101.1 
37 98.6 
38 92.3 
39 95.1 
40 100.1 
41 94.9 
42 90.5 
43 98.3 
44 100.9 
45 86.7 
46 81.6 
47 86.9 
48 104.2 
49 93.5 
