gen AVG
0 76.7 
1 70.3 
2 78.0 
3 80.9 
4 87.0 
5 80.3 
6 94.5 
7 98.0 
8 94.5 
9 104.5 
10 108.2 
11 101.8 
12 111.4 
13 111.4 
14 108.3 
15 110.4 
16 111.0 
17 108.3 
18 107.9 
19 91.1 
20 95.8 
21 96.8 
22 101.8 
23 101.9 
24 97.1 
25 104.2 
26 105.7 
27 101.2 
28 100.4 
29 95.7 
30 118.0 
31 112.4 
32 115.3 
33 105.3 
34 97.2 
35 87.6 
36 105.3 
37 100.3 
38 75.9 
39 76.5 
40 100.7 
41 102.0 
42 104.2 
43 99.0 
44 103.2 
45 101.8 
46 106.1 
47 101.1 
48 99.7 
49 111.0 
