gen WORST
0 27.0 
1 50.0 
2 93.0 
3 34.0 
4 28.0 
5 71.0 
6 49.0 
7 47.0 
8 43.0 
9 43.0 
10 62.0 
11 33.0 
12 66.0 
13 122.0 
14 94.0 
15 75.0 
16 73.0 
17 59.0 
18 59.0 
19 75.0 
20 47.0 
21 50.0 
22 50.0 
23 50.0 
24 42.0 
25 59.0 
26 48.0 
27 79.0 
28 54.0 
29 60.0 
30 60.0 
31 66.0 
32 66.0 
33 50.0 
34 66.0 
35 56.0 
36 70.0 
37 34.0 
38 48.0 
39 31.0 
40 31.0 
41 31.0 
42 72.0 
43 124.0 
44 39.0 
45 52.0 
46 38.0 
47 48.0 
48 124.0 
49 44.0 
