gen WORST
0 24.0 
1 21.0 
2 51.0 
3 30.0 
4 28.0 
5 21.0 
6 68.0 
7 68.0 
8 51.0 
9 62.0 
10 44.0 
11 6.0 
12 36.0 
13 35.0 
14 15.0 
15 36.0 
16 54.0 
17 27.0 
18 120.0 
19 11.0 
20 36.0 
21 33.0 
22 40.0 
23 11.0 
24 120.0 
25 38.0 
26 49.0 
27 53.0 
28 27.0 
29 44.0 
30 23.0 
31 46.0 
32 35.0 
33 17.0 
34 31.0 
35 55.0 
36 14.0 
37 32.0 
38 33.0 
39 22.0 
40 46.0 
41 95.0 
42 22.0 
43 42.0 
44 23.0 
45 62.0 
46 50.0 
47 26.0 
48 15.0 
49 40.0 
