gen WORST
0 41.0 
1 14.0 
2 49.0 
3 48.0 
4 68.0 
5 20.0 
6 50.0 
7 38.0 
8 18.0 
9 70.0 
10 42.0 
11 23.0 
12 77.0 
13 77.0 
14 32.0 
15 53.0 
16 53.0 
17 49.0 
18 61.0 
19 14.0 
20 43.0 
21 12.0 
22 34.0 
23 47.0 
24 25.0 
25 40.0 
26 40.0 
27 34.0 
28 10.0 
29 24.0 
30 100.0 
31 44.0 
32 73.0 
33 13.0 
34 38.0 
35 6.0 
36 68.0 
37 38.0 
38 16.0 
39 11.0 
40 38.0 
41 62.0 
42 37.0 
43 28.0 
44 55.0 
45 39.0 
46 39.0 
47 18.0 
48 33.0 
49 59.0 
