gen AVG
0 73.4 
1 62.1 
2 66.5 
3 79.4 
4 83.7 
5 84.9 
6 86.7 
7 80.8 
8 76.5 
9 82.0 
10 89.7 
11 95.8 
12 87.4 
13 80.9 
14 105.2 
15 87.2 
16 90.7 
17 92.5 
18 106.7 
19 93.5 
20 88.8 
21 95.5 
22 92.3 
23 80.0 
24 103.5 
25 92.1 
26 95.0 
27 108.3 
28 111.7 
29 118.0 
30 84.0 
31 93.7 
32 109.3 
33 88.1 
34 112.1 
35 104.6 
36 91.8 
37 109.8 
38 118.0 
39 97.2 
40 105.8 
41 101.4 
42 100.1 
43 112.2 
44 118.0 
45 106.8 
46 101.0 
47 88.8 
48 91.5 
49 103.2 
