gen WORST
0 42.0 
1 56.0 
2 28.0 
3 43.0 
4 32.0 
5 15.0 
6 39.0 
7 24.0 
8 55.0 
9 21.0 
10 28.0 
11 66.0 
12 78.0 
13 95.0 
14 33.0 
15 20.0 
16 36.0 
17 36.0 
18 14.0 
19 49.0 
20 49.0 
21 85.0 
22 14.0 
23 14.0 
24 54.0 
25 82.0 
26 82.0 
27 30.0 
28 52.0 
29 41.0 
30 59.0 
31 17.0 
32 21.0 
33 64.0 
34 29.0 
35 26.0 
36 43.0 
37 75.0 
38 29.0 
39 39.0 
40 36.0 
41 36.0 
42 36.0 
43 47.0 
44 46.0 
45 20.0 
46 37.0 
47 37.0 
48 40.0 
49 21.0 
