gen AVG
0 64.7 
1 67.3 
2 69.9 
3 67.6 
4 72.5 
5 74.3 
6 64.7 
7 71.3 
8 71.0 
9 67.1 
10 72.9 
11 76.1 
12 74.5 
13 70.2 
14 71.1 
15 73.4 
16 76.3 
17 69.6 
18 70.6 
19 75.6 
20 72.4 
21 68.4 
22 81.8 
23 73.0 
24 84.3 
25 77.6 
26 90.6 
27 83.3 
28 92.6 
29 75.9 
30 75.2 
31 90.8 
32 81.9 
33 90.2 
34 74.7 
35 78.9 
36 88.5 
37 77.2 
38 87.3 
39 73.9 
40 90.3 
41 80.6 
42 77.1 
43 77.0 
44 81.8 
45 87.8 
46 78.8 
47 86.0 
48 89.8 
49 91.3 
