gen WORST
0 7.0 
1 35.0 
2 62.0 
3 28.0 
4 50.0 
5 44.0 
6 21.0 
7 72.0 
8 72.0 
9 51.0 
10 37.0 
11 32.0 
12 51.0 
13 64.0 
14 13.0 
15 20.0 
16 32.0 
17 42.0 
18 10.0 
19 44.0 
20 44.0 
21 37.0 
22 60.0 
23 16.0 
24 9.0 
25 49.0 
26 76.0 
27 36.0 
28 29.0 
29 107.0 
30 47.0 
31 52.0 
32 18.0 
33 34.0 
34 34.0 
35 82.0 
36 73.0 
37 32.0 
38 34.0 
39 51.0 
40 66.0 
41 27.0 
42 42.0 
43 66.0 
44 56.0 
45 33.0 
46 29.0 
47 56.0 
48 79.0 
49 42.0 
