gen WORST
0 46.0 
1 46.0 
2 63.0 
3 62.0 
4 27.0 
5 50.0 
6 60.0 
7 36.0 
8 91.0 
9 23.0 
10 47.0 
11 109.0 
12 42.0 
13 19.0 
14 19.0 
15 30.0 
16 36.0 
17 109.0 
18 46.0 
19 10.0 
20 21.0 
21 30.0 
22 26.0 
23 30.0 
24 30.0 
25 30.0 
26 13.0 
27 11.0 
28 30.0 
29 27.0 
30 9.0 
31 25.0 
32 81.0 
33 16.0 
34 14.0 
35 29.0 
36 34.0 
37 58.0 
38 21.0 
39 46.0 
40 16.0 
41 27.0 
42 114.0 
43 52.0 
44 33.0 
45 28.0 
46 22.0 
47 63.0 
48 63.0 
49 53.0 
