gen WORST
0 20.0 
1 33.0 
2 23.0 
3 0.0 
4 0.0 
5 0.0 
6 20.0 
7 26.0 
8 0.0 
9 0.0 
10 42.0 
11 0.0 
12 34.0 
13 0.0 
14 0.0 
15 40.0 
16 0.0 
17 57.0 
18 46.0 
19 29.0 
20 40.0 
21 26.0 
22 34.0 
23 35.0 
24 0.0 
25 0.0 
26 31.0 
27 0.0 
28 0.0 
29 0.0 
30 33.0 
31 0.0 
32 56.0 
33 32.0 
34 0.0 
35 39.0 
36 0.0 
37 25.0 
38 30.0 
39 40.0 
40 0.0 
41 39.0 
42 43.0 
43 44.0 
44 30.0 
45 43.0 
46 29.0 
47 0.0 
48 0.0 
49 0.0 
