gen AVG
0 70.95 
1 77.5 
2 82.45 
3 74.25 
4 83.3 
5 83.75 
6 85.0 
7 88.25 
8 82.95 
9 83.3 
10 92.25 
11 91.65 
12 91.65 
13 91.4 
14 91.4 
15 100.75 
16 81.35 
17 103.9 
18 97.2 
19 108.35 
20 112.05 
21 90.05 
22 102.45 
23 101.85 
24 97.55 
25 109.05 
26 92.6 
27 107.2 
28 110.0 
29 105.0 
30 85.05 
31 81.4 
32 106.1 
33 100.2 
34 105.0 
35 113.9 
36 104.5 
37 109.85 
38 93.2 
39 106.2 
40 108.5 
41 104.15 
42 105.5 
43 109.0 
44 104.2 
45 111.95 
46 97.4 
47 90.55 
48 112.15 
49 99.45 
