gen WORST
0 0.0 
1 31.0 
2 0.0 
3 17.0 
4 0.0 
5 94.0 
6 40.0 
7 0.0 
8 0.0 
9 8.0 
10 0.0 
11 17.0 
12 19.0 
13 0.0 
14 0.0 
15 18.0 
16 0.0 
17 0.0 
18 0.0 
19 0.0 
20 0.0 
21 21.0 
22 31.0 
23 0.0 
24 0.0 
25 0.0 
26 0.0 
27 0.0 
28 0.0 
29 9.0 
30 29.0 
31 12.0 
32 32.0 
33 0.0 
34 56.0 
35 0.0 
36 23.0 
37 0.0 
38 22.0 
39 0.0 
40 0.0 
41 30.0 
42 0.0 
43 0.0 
44 28.0 
45 8.0 
46 0.0 
47 29.0 
48 19.0 
49 0.0 
