gen AVG
0 54.2 
1 71.05 
2 85.0 
3 87.3 
4 82.95 
5 108.45 
6 101.75 
7 82.2 
8 80.8 
9 94.55 
10 99.3 
11 103.35 
12 96.75 
13 91.05 
14 104.3 
15 99.6 
16 79.3 
17 92.1 
18 98.15 
19 97.1 
20 107.25 
21 98.15 
22 107.85 
23 99.75 
24 87.85 
25 98.85 
26 104.2 
27 111.3 
28 109.65 
29 109.8 
30 102.6 
31 90.0 
32 109.45 
33 102.1 
34 118.55 
35 90.9 
36 110.35 
37 94.75 
38 99.0 
39 91.75 
40 82.95 
41 90.55 
42 89.7 
43 92.5 
44 105.45 
45 101.7 
46 105.25 
47 106.4 
48 108.6 
49 94.95 
