gen WORST
0 69.0 
1 69.0 
2 20.0 
3 15.0 
4 55.0 
5 22.0 
6 22.0 
7 31.0 
8 79.0 
9 57.0 
10 21.0 
11 31.0 
12 64.0 
13 29.0 
14 10.0 
15 27.0 
16 31.0 
17 68.0 
18 105.0 
19 15.0 
20 42.0 
21 71.0 
22 58.0 
23 108.0 
24 7.0 
25 108.0 
26 23.0 
27 108.0 
28 56.0 
29 30.0 
30 41.0 
31 27.0 
32 16.0 
33 51.0 
34 51.0 
35 62.0 
36 70.0 
37 70.0 
38 22.0 
39 41.0 
40 46.0 
41 16.0 
42 30.0 
43 22.0 
44 93.0 
45 67.0 
46 21.0 
47 64.0 
48 51.0 
49 14.0 
