gen AVG
0 78.2 
1 75.4 
2 67.7 
3 75.8 
4 91.5 
5 87.7 
6 89.0 
7 93.0 
8 98.0 
9 96.3 
10 89.8 
11 95.3 
12 96.4 
13 85.6 
14 81.5 
15 94.2 
16 96.3 
17 101.2 
18 107.7 
19 94.3 
20 96.4 
21 104.3 
22 99.7 
23 108.3 
24 91.3 
25 108.0 
26 92.4 
27 108.0 
28 98.9 
29 90.1 
30 93.8 
31 94.4 
32 86.7 
33 96.6 
34 102.3 
35 103.4 
36 104.2 
37 100.4 
38 89.2 
39 94.2 
40 99.0 
41 92.1 
42 86.2 
43 97.3 
44 106.5 
45 103.9 
46 92.0 
47 98.4 
48 98.4 
49 97.6 
