gen WORST
0 24.0 
1 42.0 
2 43.0 
3 50.0 
4 62.0 
5 51.0 
6 50.0 
7 35.0 
8 67.0 
9 68.0 
10 30.0 
11 49.0 
12 67.0 
13 69.0 
14 36.0 
15 26.0 
16 59.0 
17 37.0 
18 39.0 
19 39.0 
20 58.0 
21 43.0 
22 115.0 
23 115.0 
24 65.0 
25 14.0 
26 75.0 
27 69.0 
28 48.0 
29 15.0 
30 52.0 
31 31.0 
32 36.0 
33 52.0 
34 52.0 
35 102.0 
36 28.0 
37 82.0 
38 82.0 
39 54.0 
40 41.0 
41 21.0 
42 115.0 
43 115.0 
44 62.0 
45 60.0 
46 20.0 
47 66.0 
48 115.0 
49 71.0 
