gen AVG
0 56.15 
1 60.75 
2 66.75 
3 65.6 
4 71.1 
5 76.3 
6 65.1 
7 75.8 
8 71.5 
9 79.0 
10 74.95 
11 78.85 
12 83.0 
13 64.05 
14 80.7 
15 79.55 
16 68.4 
17 83.15 
18 73.25 
19 66.0 
20 82.95 
21 87.75 
22 83.5 
23 80.5 
24 94.05 
25 81.55 
26 79.75 
27 75.1 
28 87.3 
29 81.05 
30 98.9 
31 94.25 
32 79.55 
33 92.1 
34 91.55 
35 85.1 
36 89.35 
37 88.3 
38 80.4 
39 85.9 
40 99.5 
41 85.3 
42 82.95 
43 90.35 
44 84.6 
45 90.05 
46 100.0 
47 86.35 
48 82.45 
49 94.05 
