gen WORST
0 16.0 
1 11.0 
2 34.0 
3 22.0 
4 12.0 
5 13.0 
6 21.0 
7 22.0 
8 15.0 
9 26.0 
10 13.0 
11 15.0 
12 36.0 
13 16.0 
14 21.0 
15 10.0 
16 22.0 
17 23.0 
18 18.0 
19 20.0 
20 16.0 
21 36.0 
22 22.0 
23 107.0 
24 21.0 
25 7.0 
26 18.0 
27 12.0 
28 32.0 
29 16.0 
30 34.0 
31 16.0 
32 17.0 
33 11.0 
34 37.0 
35 25.0 
36 9.0 
37 25.0 
38 22.0 
39 20.0 
40 45.0 
41 30.0 
42 8.0 
43 23.0 
44 19.0 
45 29.0 
46 16.0 
47 12.0 
48 6.0 
49 14.0 
