gen WORST
0 14.0 
1 39.0 
2 34.0 
3 28.0 
4 37.0 
5 24.0 
6 34.0 
7 19.0 
8 30.0 
9 23.0 
10 20.0 
11 15.0 
12 49.0 
13 101.0 
14 13.0 
15 29.0 
16 33.0 
17 20.0 
18 12.0 
19 14.0 
20 31.0 
21 41.0 
22 15.0 
23 17.0 
24 25.0 
25 44.0 
26 21.0 
27 18.0 
28 19.0 
29 22.0 
30 17.0 
31 20.0 
32 16.0 
33 25.0 
34 24.0 
35 50.0 
36 12.0 
37 23.0 
38 37.0 
39 66.0 
40 19.0 
41 10.0 
42 19.0 
43 36.0 
44 13.0 
45 22.0 
46 21.0 
47 18.0 
48 19.0 
49 16.0 
