gen WORST
0 17.0 
1 19.0 
2 18.0 
3 49.0 
4 23.0 
5 39.0 
6 15.0 
7 13.0 
8 20.0 
9 22.0 
10 12.0 
11 24.0 
12 16.0 
13 17.0 
14 14.0 
15 36.0 
16 22.0 
17 48.0 
18 12.0 
19 14.0 
20 10.0 
21 31.0 
22 22.0 
23 14.0 
24 12.0 
25 12.0 
26 22.0 
27 8.0 
28 15.0 
29 20.0 
30 18.0 
31 20.0 
32 15.0 
33 46.0 
34 12.0 
35 13.0 
36 19.0 
37 11.0 
38 13.0 
39 13.0 
40 14.0 
41 28.0 
42 42.0 
43 58.0 
44 10.0 
45 48.0 
46 18.0 
47 6.0 
48 18.0 
49 8.0 
