gen WORST
0 35.0 
1 6.0 
2 19.0 
3 31.0 
4 33.0 
5 26.0 
6 45.0 
7 26.0 
8 61.0 
9 14.0 
10 44.0 
11 40.0 
12 47.0 
13 65.0 
14 39.0 
15 37.0 
16 31.0 
17 30.0 
18 35.0 
19 35.0 
20 21.0 
21 37.0 
22 49.0 
23 21.0 
24 14.0 
25 52.0 
26 43.0 
27 34.0 
28 43.0 
29 31.0 
30 31.0 
31 20.0 
32 17.0 
33 36.0 
34 75.0 
35 28.0 
36 79.0 
37 61.0 
38 33.0 
39 27.0 
40 30.0 
