gen AVG
0 56.65 
1 66.2 
2 53.7 
3 66.6 
4 72.5 
5 86.45 
6 75.3 
7 78.45 
8 78.3 
9 81.75 
10 75.75 
11 74.6 
12 84.0 
13 70.1 
14 78.5 
15 75.05 
16 85.6 
17 75.9 
18 78.35 
19 74.85 
20 72.85 
21 77.35 
22 75.3 
23 81.9 
24 73.35 
25 91.1 
26 79.9 
27 72.2 
28 78.2 
29 84.8 
30 85.15 
31 68.65 
32 87.6 
33 70.0 
34 67.2 
35 85.95 
36 83.85 
37 87.45 
38 78.3 
39 89.45 
40 99.6 
41 79.8 
42 74.7 
43 74.7 
44 83.0 
45 92.75 
46 74.2 
47 89.15 
48 75.4 
49 80.5 
