gen AVG
0 48.25 
1 49.0 
2 58.6 
3 58.65 
4 64.5 
5 61.6 
6 65.65 
7 78.9 
8 72.55 
9 74.25 
10 82.1 
11 93.2 
12 97.75 
13 84.45 
14 84.35 
15 78.75 
16 84.8 
17 84.2 
18 74.9 
19 83.3 
20 96.45 
21 84.2 
22 81.05 
23 88.4 
24 97.65 
25 91.9 
26 104.2 
27 85.65 
28 100.8 
29 107.75 
30 89.25 
31 105.65 
32 82.7 
33 87.75 
34 105.15 
35 78.8 
36 89.8 
37 78.7 
38 100.9 
39 97.75 
40 93.9 
41 89.1 
42 99.05 
43 88.45 
44 79.65 
45 91.5 
46 91.3 
47 82.45 
48 106.05 
49 93.4 
