gen WORST
0 18.0 
1 30.0 
2 38.0 
3 31.0 
4 22.0 
5 57.0 
6 95.0 
7 40.0 
8 46.0 
9 33.0 
10 47.0 
11 46.0 
12 52.0 
13 33.0 
14 39.0 
15 42.0 
16 16.0 
17 49.0 
18 23.0 
19 33.0 
20 48.0 
21 56.0 
22 33.0 
23 41.0 
24 65.0 
25 42.0 
26 41.0 
27 47.0 
28 44.0 
29 33.0 
30 63.0 
31 26.0 
32 29.0 
33 28.0 
34 52.0 
35 40.0 
36 47.0 
37 38.0 
38 44.0 
39 39.0 
40 44.0 
41 49.0 
42 48.0 
43 43.0 
44 28.0 
45 41.0 
46 34.0 
47 31.0 
48 38.0 
49 42.0 
