gen BEST
0 114.0 
1 118.0 
2 118.0 
3 118.0 
4 118.0 
5 118.0 
6 118.0 
7 118.0 
8 118.0 
9 118.0 
10 118.0 
11 118.0 
12 118.0 
13 118.0 
14 118.0 
15 118.0 
16 118.0 
17 118.0 
18 118.0 
19 118.0 
20 118.0 
21 118.0 
22 118.0 
23 118.0 
24 120.0 
25 120.0 
26 120.0 
27 120.0 
28 121.0 
29 121.0 
30 121.0 
31 121.0 
32 122.0 
33 122.0 
34 121.0 
35 121.0 
36 121.0 
37 121.0 
38 121.0 
39 121.0 
40 121.0 
41 121.0 
42 121.0 
43 123.0 
44 123.0 
45 123.0 
46 123.0 
47 123.0 
48 124.0 
49 124.0 
