gen WORST
0 19.0 
1 27.0 
2 22.0 
3 21.0 
4 24.0 
5 41.0 
6 42.0 
7 18.0 
8 23.0 
9 27.0 
10 24.0 
11 34.0 
12 45.0 
13 16.0 
14 22.0 
15 20.0 
16 27.0 
17 29.0 
18 26.0 
19 29.0 
20 48.0 
21 37.0 
22 27.0 
23 37.0 
24 19.0 
25 28.0 
26 10.0 
27 33.0 
28 17.0 
29 49.0 
30 29.0 
31 29.0 
32 20.0 
33 42.0 
34 30.0 
35 9.0 
36 59.0 
37 24.0 
38 25.0 
39 59.0 
40 29.0 
41 19.0 
42 27.0 
43 30.0 
44 19.0 
45 29.0 
46 31.0 
47 24.0 
48 44.0 
49 18.0 
