gen BEST
0 71.0 
1 71.0 
2 86.0 
3 86.0 
4 95.0 
5 95.0 
6 105.0 
7 105.0 
8 105.0 
9 106.0 
10 106.0 
11 106.0 
12 106.0 
13 106.0 
14 109.0 
15 109.0 
16 111.0 
17 112.0 
18 112.0 
19 112.0 
20 112.0 
21 117.0 
22 117.0 
23 117.0 
24 117.0 
25 117.0 
26 117.0 
27 117.0 
28 117.0 
29 117.0 
30 117.0 
31 117.0 
32 117.0 
33 117.0 
34 117.0 
35 117.0 
36 117.0 
37 117.0 
38 117.0 
39 117.0 
40 117.0 
41 117.0 
42 117.0 
43 120.0 
44 120.0 
45 120.0 
46 120.0 
47 117.0 
48 117.0 
49 117.0 
