gen AVG
0 87.2 
1 91.8 
2 90.7 
3 97.1 
4 78.0 
5 98.7 
6 101.1 
7 98.0 
8 93.6 
9 94.8 
10 91.2 
11 93.2 
12 107.4 
13 113.4 
14 103.6 
15 109.6 
16 119.5 
17 102.7 
18 107.2 
19 108.0 
20 107.5 
21 113.5 
22 94.2 
23 91.2 
24 102.2 
25 105.1 
26 87.1 
27 95.4 
28 107.0 
29 124.2 
30 124.2 
31 98.1 
32 111.4 
33 95.6 
34 89.0 
35 100.5 
36 109.5 
37 99.0 
38 125.7 
39 116.0 
40 126.0 
41 113.4 
42 126.0 
43 100.4 
44 101.3 
45 106.0 
46 106.9 
47 119.0 
48 99.6 
49 107.3 
