gen WORST
0 33.0 
1 34.0 
2 43.0 
3 104.0 
4 39.0 
5 42.0 
6 39.0 
7 31.0 
8 19.0 
9 34.0 
10 45.0 
11 33.0 
12 89.0 
13 23.0 
14 44.0 
15 98.0 
16 98.0 
17 98.0 
18 32.0 
19 93.0 
20 46.0 
21 38.0 
22 80.0 
23 24.0 
24 19.0 
25 121.0 
26 121.0 
27 37.0 
28 121.0 
29 121.0 
30 67.0 
31 28.0 
32 50.0 
33 50.0 
34 35.0 
35 48.0 
36 29.0 
37 30.0 
38 105.0 
39 39.0 
40 39.0 
41 36.0 
42 23.0 
43 29.0 
44 121.0 
45 95.0 
46 52.0 
47 17.0 
48 32.0 
49 38.0 
