gen AVG
0 60.2 
1 67.1 
2 67.1 
3 72.9 
4 71.3 
5 68.9 
6 84.5 
7 84.5 
8 66.1 
9 76.1 
10 73.0 
11 71.1 
12 89.4 
13 83.2 
14 74.0 
15 67.7 
16 74.2 
17 67.8 
18 84.6 
19 65.6 
20 80.6 
21 87.2 
22 84.6 
23 81.2 
24 75.1 
25 84.3 
26 81.0 
27 72.1 
28 80.0 
29 84.1 
30 90.4 
31 80.9 
32 84.6 
33 81.4 
34 75.4 
35 85.4 
36 67.3 
37 77.5 
38 85.6 
39 81.0 
40 88.4 
41 89.6 
42 89.6 
43 86.1 
44 80.3 
45 81.8 
46 60.6 
47 79.9 
48 77.8 
49 83.7 
