gen AVG
0 80.8 
1 91.8 
2 96.4 
3 96.6 
4 98.0 
5 97.7 
6 94.2 
7 99.1 
8 99.3 
9 85.2 
10 103.4 
11 97.6 
12 108.0 
13 97.1 
14 91.7 
15 112.4 
16 110.8 
17 110.8 
18 103.7 
19 89.1 
20 96.7 
21 106.4 
22 108.9 
23 105.7 
24 100.0 
25 121.0 
26 108.9 
27 107.5 
28 121.0 
29 96.8 
30 115.6 
31 92.1 
32 109.2 
33 109.2 
34 98.5 
35 108.5 
36 107.0 
37 90.8 
38 116.2 
39 105.1 
40 99.8 
41 111.0 
42 106.8 
43 101.0 
44 121.0 
45 118.4 
46 106.7 
47 105.7 
48 94.5 
49 97.8 
