gen WORST
0 30.0 
1 20.0 
2 20.0 
3 8.0 
4 23.0 
5 42.0 
6 45.0 
7 65.0 
8 64.0 
9 18.0 
10 35.0 
11 49.0 
12 19.0 
13 28.0 
14 48.0 
15 48.0 
16 97.0 
17 21.0 
18 30.0 
19 97.0 
20 47.0 
21 27.0 
22 6.0 
23 33.0 
24 33.0 
25 46.0 
26 21.0 
27 21.0 
28 32.0 
29 32.0 
30 69.0 
31 43.0 
32 43.0 
33 23.0 
34 72.0 
35 60.0 
36 60.0 
37 60.0 
38 30.0 
39 24.0 
40 31.0 
41 45.0 
42 23.0 
43 21.0 
44 32.0 
45 51.0 
46 15.0 
47 26.0 
48 42.0 
49 20.0 
